filename,status,duration_sec,snr_db,clipping_pct
dog_barking_102.wav,Approved,2.16,29.719999313354492,0.04
dog_barking_103.wav,Approved,1.32,38.72999954223633,0.0
dog_barking_104.wav,Quarantined,10.26,33.2400016784668,0.0
dog_barking_105.wav,Approved,2.47,58.0099983215332,0.01
dog_barking_106.wav,Approved,6.64,31.579999923706055,0.0
dog_barking_107.wav,Quarantined,17.0,18.229999542236328,0.0
dog_barking_108.wav,Quarantined,10.4,28.6200008392334,0.0
dog_barking_109.wav,Approved,7.41,28.8799991607666,0.01
dog_barking_11.wav,Approved,9.3,42.77000045776367,0.0
dog_barking_110.wav,Approved,8.14,36.130001068115234,0.0
dog_barking_111.wav,Approved,2.1,54.709999084472656,0.01
dog_barking_112.wav,Approved,4.86,26.040000915527344,0.0
dog_barking_12.wav,Approved,3.1,46.220001220703125,0.0
dog_barking_13.wav,Approved,5.27,27.5,0.0
dog_barking_14.wav,Approved,4.89,54.06999969482422,0.03
dog_barking_15.wav,Approved,4.89,54.06999969482422,0.03
dog_barking_16.wav,Approved,4.07,42.599998474121094,0.0
dog_barking_17.wav,Approved,3.09,42.20000076293945,0.02
dog_barking_18.wav,Quarantined,13.01,35.13999938964844,0.0
dog_barking_19.wav,Approved,3.93,28.3700008392334,0.02
dog_barking_2.wav,Quarantined,11.9,41.68000030517578,0.0
dog_barking_20.wav,Approved,8.21,53.20000076293945,0.01
dog_barking_21.wav,Approved,8.68,47.279998779296875,0.0
dog_barking_22.wav,Quarantined,2.83,4.900000095367432,0.0
dog_barking_23.wav,Quarantined,11.77,55.540000915527344,0.0
dog_barking_24.wav,Approved,7.5,39.439998626708984,0.0
dog_barking_25.wav,Quarantined,15.0,23.5,0.0
dog_barking_26.wav,Approved,9.07,31.3700008392334,0.0
dog_barking_27.wav,Approved,1.97,40.59000015258789,0.0
dog_barking_28.wav,Quarantined,15.13,40.529998779296875,0.0
dog_barking_29.wav,Approved,6.86,21.209999084472656,0.0
dog_barking_3.wav,Approved,3.4,36.689998626708984,0.01
dog_barking_30.wav,Approved,3.42,25.3799991607666,0.0
dog_barking_31.wav,Approved,2.97,24.8700008392334,0.0
dog_barking_32.wav,Approved,2.63,23.90999984741211,0.0
dog_barking_33.wav,Approved,3.86,23.969999313354492,0.0
dog_barking_34.wav,Approved,3.76,25.1200008392334,0.0
dog_barking_35.wav,Approved,2.59,27.219999313354492,0.0
dog_barking_36.wav,Approved,6.78,19.540000915527344,0.0
dog_barking_37.wav,Approved,6.17,19.139999389648438,0.0
dog_barking_38.wav,Approved,3.62,22.299999237060547,0.0
dog_barking_39.wav,Approved,2.15,23.979999542236328,0.0
dog_barking_4.wav,Approved,7.2,46.439998626708984,0.0
dog_barking_40.wav,Approved,1.93,23.139999389648438,0.0
dog_barking_41.wav,Approved,2.71,22.100000381469727,0.0
dog_barking_42.wav,Approved,2.9,22.18000030517578,0.0
dog_barking_43.wav,Approved,3.11,24.93000030517578,0.0
dog_barking_44.wav,Approved,4.21,18.510000228881836,0.0
dog_barking_45.wav,Approved,4.52,20.299999237060547,0.0
dog_barking_46.wav,Approved,5.92,20.549999237060547,0.0
dog_barking_47.wav,Approved,4.69,20.3799991607666,0.0
dog_barking_48.wav,Approved,4.0,20.639999389648438,0.0
dog_barking_49.wav,Approved,3.38,21.219999313354492,0.0
dog_barking_5.wav,Quarantined,10.35,38.52000045776367,0.0
dog_barking_50.wav,Approved,2.53,20.790000915527344,0.0
dog_barking_51.wav,Approved,3.84,22.329999923706055,0.0
dog_barking_52.wav,Approved,2.25,22.040000915527344,0.0
dog_barking_53.wav,Approved,6.33,20.770000457763672,0.0
dog_barking_54.wav,Approved,3.79,22.3799991607666,0.0
dog_barking_55.wav,Approved,4.49,21.8700008392334,0.0
dog_barking_56.wav,Approved,3.06,23.469999313354492,0.0
dog_barking_57.wav,Approved,2.61,21.8700008392334,0.0
dog_barking_58.wav,Approved,3.82,19.780000686645508,0.0
dog_barking_59.wav,Approved,3.72,22.690000534057617,0.0
dog_barking_6.wav,Approved,7.29,52.45000076293945,0.0
dog_barking_60.wav,Approved,2.31,26.760000228881836,0.0
dog_barking_61.wav,Approved,3.21,22.09000015258789,0.0
dog_barking_62.wav,Approved,3.58,21.440000534057617,0.01
dog_barking_63.wav,Approved,3.96,24.8799991607666,0.0
dog_barking_64.wav,Approved,3.47,23.65999984741211,0.0
dog_barking_65.wav,Approved,3.9,21.93000030517578,0.0
dog_barking_66.wav,Approved,2.81,23.639999389648438,0.0
dog_barking_67.wav,Approved,2.56,22.459999084472656,0.0
dog_barking_68.wav,Approved,5.07,19.829999923706055,0.0
dog_barking_69.wav,Approved,4.16,22.3700008392334,0.0
dog_barking_7.wav,Approved,4.46,40.91999816894531,0.01
dog_barking_70.wav,Approved,3.88,22.34000015258789,0.0
dog_barking_71.wav,Approved,5.49,20.110000610351562,0.0
dog_barking_72.wav,Approved,3.26,24.979999542236328,0.0
dog_barking_73.wav,Approved,2.25,24.059999465942383,0.0
dog_barking_74.wav,Approved,1.88,26.200000762939453,0.0
dog_barking_75.wav,Approved,2.59,23.809999465942383,0.0
dog_barking_76.wav,Approved,1.99,26.350000381469727,0.0
dog_barking_77.wav,Approved,2.54,24.68000030517578,0.0
dog_barking_78.wav,Approved,4.31,20.920000076293945,0.0
dog_barking_79.wav,Approved,4.46,20.3799991607666,0.0
dog_barking_8.wav,Approved,1.02,35.9900016784668,0.01
dog_barking_80.wav,Approved,3.17,24.219999313354492,0.0
dog_barking_81.wav,Approved,2.92,22.290000915527344,0.0
dog_barking_82.wav,Approved,3.29,20.93000030517578,0.0
dog_barking_83.wav,Approved,2.76,22.959999084472656,0.0
dog_barking_84.wav,Approved,2.33,26.3700008392334,0.0
dog_barking_85.wav,Approved,4.59,20.440000534057617,0.0
dog_barking_86.wav,Approved,1.93,23.729999542236328,0.01
dog_barking_87.wav,Approved,1.92,27.8799991607666,0.0
dog_barking_88.wav,Approved,1.73,26.610000610351562,0.0
dog_barking_89.wav,Approved,1.59,33.880001068115234,0.04
dog_barking_9.wav,Approved,1.76,39.380001068115234,0.0
dog_barking_90.wav,Quarantined,11.5,49.869998931884766,0.0
dog_barking_91.wav,Quarantined,12.0,48.279998779296875,0.0
dog_barking_92.wav,Quarantined,11.3,57.61000061035156,0.0
dog_barking_93.wav,Approved,9.4,59.02000045776367,0.0
dog_barking_94.wav,Approved,7.33,31.59000015258789,0.0
dog_barking_95.wav,Approved,2.08,56.72999954223633,0.01
dog_barking_96.wav,Quarantined,11.88,41.66999816894531,0.0
dog_barking_97.wav,Quarantined,15.72,49.720001220703125,0.0
dog_barking_98.wav,Approved,6.13,27.3799991607666,0.0
dog_barking_99.wav,Quarantined,10.54,30.56999969482422,0.0
